kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
_1.ptx 734 : 1024 8416 0 0 0 0 0 0 0 
_1.ptx 1853 : 997 7994 0 0 0 0 0 0 0 
_1.ptx 1030 : 2016 22280 0 0 0 0 0 0 0 
_1.ptx 1654 : 814 8954 0 0 0 0 0 0 0 
_1.ptx 831 : 1024 7264 0 0 0 0 0 0 0 
_1.ptx 1755 : 814 7326 0 0 0 0 0 0 0 
_1.ptx 932 : 2016 14115 0 0 0 0 0 0 0 
_1.ptx 733 : 1024 8928 0 0 0 0 0 0 0 
_1.ptx 1554 : 814 0 0 0 0 0 0 0 0 
_1.ptx 731 : 1024 17408 4096 0 0 0 0 0 0 
_1.ptx 1027 : 2016 16312 0 0 0 0 0 0 0 
_1.ptx 1651 : 814 8985 0 0 0 0 0 0 0 
_1.ptx 828 : 1024 10400 0 0 0 0 0 0 0 
_1.ptx 1237 : 997 9011 0 0 0 0 0 0 0 
_1.ptx 1553 : 814 6513 0 0 0 0 0 0 0 
_1.ptx 730 : 1024 13504 4096 0 0 0 0 0 0 
_1.ptx 1532 : 814 0 0 0 0 0 0 0 0 
_1.ptx 709 : 1024 8192 0 0 0 0 0 0 0 
_1.ptx 1118 : 2016 16959 0 0 0 0 0 0 0 
_1.ptx 1936 : 1024 6464 0 0 0 64 32 0 0 
_1.ptx 754 : 1024 7168 0 0 0 0 0 0 0 
_1.ptx 1163 : 2016 22313 0 0 0 0 0 0 0 
_1.ptx 1923 : 1024 8256 0 0 0 0 0 0 0 
_1.ptx 707 : 1024 6400 0 0 0 0 0 0 0 
_1.ptx 1116 : 2016 16327 0 0 0 0 0 0 0 
_1.ptx 1934 : 1024 169984 0 0 0 64 32 0 0 
_1.ptx 1003 : 1441 10087 0 0 0 0 0 0 0 
_1.ptx 1627 : 814 5705 0 0 0 0 0 0 0 
_1.ptx 804 : 1024 7168 0 0 0 0 0 0 0 
_1.ptx 1213 : 2016 16352 0 0 0 0 0 0 0 
_1.ptx 1922 : 1024 8224 0 0 0 0 0 0 0 
_1.ptx 706 : 1024 6144 0 0 0 0 0 0 0 
